age,gender,income,education_level,purchase_frequency,avg_order_value,days_since_last_purchase,email_open_rate,loyalty_points,support_tickets
32,Male,26113.95,Bachelor,2,30.06,94,0.227,658.0,2
50,Male,52085.58,Some College,4,218.04,64,0.751,5267.0,0
18,Female,77538.18,Some College,5,77.03,20,0.679,2657.0,1
42,Male,71805.97,Bachelor,9,204.45,9,0.888,4574.0,0
42,Female,36149.78,Doctorate,2,258.89,120,0.187,1848.0,4
24,Male,33223.79,Some College,1,33.26,99,0.299,226.0,1
41,Non-binary,55444.59,High School,3,110.53,72,0.181,3285.0,2
55,Female,46569.69,Master,1,232.88,124,0.247,8756.0,2
53,Female,54664.26,Some College,8,491.29,13,0.591,7382.0,0
25,Male,53922.33,Bachelor,7,226.38,21,0.528,1118.0,0
54,Male,50263.18,Bachelor,1,280.8,125,0.161,2896.0,2
54,Male,71779.42,Master,5,229.39,6,0.799,5374.0,0
45,Female,48864.23,Master,8,417.25,3,0.834,10728.0,0
43,Non-binary,73066.65,Some College,4,286.87,95,0.272,4654.0,4
56,Male,62387.57,Doctorate,10,222.88,12,0.912,14249.0,0
49,Non-binary,67766.91,Master,4,118.95,28,0.634,755.0,0
35,Female,48919.2,Some College,2,36.97,118,0.082,337.0,2
51,Female,43916.24,Bachelor,4,32.92,7,0.432,1591.0,3
28,Non-binary,54275.11,Master,10,275.06,9,0.683,8889.0,0
31,Non-binary,94640.09,Bachelor,9,492.82,4,0.927,11904.0,0
39,Female,105885.54,Some College,5,212.74,3,0.867,11153.0,1
51,Female,86763.51,Bachelor,4,115.83,17,0.632,3009.0,1
32,Female,48088.11,Some College,1,334.06,116,0.227,4940.0,0
44,Male,57752.77,Master,0,121.33,136,0.12,5570.0,5
24,Male,40905.13,Master,5,,7,0.335,3025.0,3
42,Female,81806.66,High School,6,350.18,9,0.764,8316.0,0
45,Male,64445.34,Master,12,256.48,3,0.68,6565.0,0
53,Male,93977.56,Some College,8,149.59,6,0.696,5273.0,0
34,Male,30847.59,High School,1,54.68,58,0.169,1511.0,1
45,Female,66997.26,High School,3,142.39,120,0.448,7331.0,0
46,Male,45175.93,Bachelor,2,197.7,85,0.334,2701.0,5
54,Female,72059.65,Master,9,292.78,7,0.804,15151.0,0
40,Female,55588.96,Some College,3,80.52,109,0.208,3082.0,5
43,Male,64745.04,Doctorate,3,280.41,122,0.388,3512.0,2
31,Male,44257.17,Some College,1,113.84,28,0.811,2741.0,2
74,Male,67974.36,Some College,12,385.54,12,0.747,5724.0,0
58,Male,75378.92,Bachelor,1,100.0,30,0.701,5263.0,2
53,Male,47471.13,Bachelor,1,229.63,122,0.145,1573.0,3
46,Male,31732.74,Some College,0,12.86,107,0.081,531.0,0
47,Female,36773.86,Some College,8,104.45,34,0.763,4694.0,2
39,Male,94812.33,Some College,2,74.53,90,0.333,1676.0,6
43,Male,53024.64,Bachelor,6,269.68,28,0.668,343.0,0
36,Female,103826.24,Some College,4,448.69,124,0.37,2195.0,1
28,Female,68232.73,Doctorate,4,77.95,27,0.441,3378.0,1
53,Male,71019.1,Bachelor,1,53.25,64,0.314,3888.0,6
25,Female,40881.13,Some College,2,94.9,123,0.338,2432.0,0
31,Male,76804.1,Master,4,187.19,26,0.748,3379.0,0
29,Female,76126.67,Some College,2,358.11,72,0.136,1396.0,1
32,Female,46794.62,Some College,3,94.55,14,0.512,835.0,1
41,Female,76171.4,Master,6,179.25,8,0.783,13437.0,0
38,Female,78794.17,Bachelor,12,283.37,4,0.982,7675.0,1
29,Female,61808.46,Bachelor,1,379.07,114,0.246,7526.0,4
18,Male,28749.74,Some College,3,5.0,57,0.111,605.0,1
37,Female,58347.04,Bachelor,4,177.06,32,0.618,2764.0,0
39,Male,51711.84,Master,10,302.45,13,0.955,16405.0,0
42,Male,75071.68,Master,6,366.07,13,0.68,6165.0,0
64,Female,43934.63,Doctorate,5,72.19,26,0.348,1097.0,0
31,Male,58624.2,Bachelor,2,35.76,48,0.238,926.0,0
48,Male,38423.95,Some College,4,186.71,9,0.497,940.0,1
36,Male,63717.04,Master,2,94.44,75,0.106,5077.0,4
50,Non-binary,30068.69,Bachelor,1,62.52,59,0.42,277.0,1
41,Male,33705.31,Some College,2,160.52,32,0.83,2141.0,1
48,Male,78056.11,Bachelor,2,267.87,126,0.183,3806.0,2
65,Male,20236.46,Some College,0,59.43,73,0.579,406.0,1
40,Female,39911.56,Some College,14,252.48,4,0.93,12528.0,0
30,Male,60573.85,Bachelor,7,85.13,20,0.662,1045.0,0
42,Female,70059.37,Bachelor,1,348.96,140,0.282,4261.0,1
49,Male,53535.64,Bachelor,11,203.43,11,0.943,7568.0,0
37,Female,26737.52,Bachelor,2,117.87,90,0.162,5440.0,2
54,Female,37522.92,Some College,0,30.84,80,0.236,236.0,1
33,Male,59640.54,Master,14,278.0,12,0.786,2963.0,0
39,Male,52134.13,Master,2,110.49,113,0.23,1112.0,2
44,Male,26965.62,Bachelor,3,54.1,34,0.685,2392.0,2
41,Male,57130.18,Doctorate,7,144.18,18,0.745,3337.0,2
43,Female,42979.91,High School,2,10.84,111,0.075,462.0,1
51,Male,77924.65,Some College,2,138.66,73,0.467,1968.0,1
54,Female,78483.02,Master,6,247.69,12,0.74,3330.0,1
51,Male,67020.73,Master,15,454.33,1,0.453,5087.0,0
54,Male,92278.33,Doctorate,10,302.25,11,0.884,7912.0,0
41,Female,70439.41,Master,3,295.71,2,0.827,6946.0,0
40,Female,59872.64,High School,4,142.55,32,0.609,659.0,1
62,Male,45790.55,Bachelor,3,38.51,12,0.621,2540.0,0
36,Non-binary,53448.28,Bachelor,9,122.5,12,0.728,6120.0,0
39,Male,29610.75,Some College,0,57.95,66,0.262,349.0,0
38,Female,53775.27,Bachelor,1,249.26,82,0.427,3245.0,8
49,Male,61598.44,Bachelor,1,241.5,114,0.119,5141.0,3
46,Male,61223.99,Some College,1,182.1,8,0.353,2968.0,1
46,Female,65266.95,Master,10,135.25,5,0.814,7302.0,0
29,Male,44364.26,Master,0,40.89,95,0.38,196.0,0
34,Female,64785.7,Some College,2,371.06,127,0.076,1391.0,3
42,Female,50135.97,High School,3,366.15,88,0.245,5058.0,1
38,Male,58654.24,Some College,2,35.58,133,0.26,4302.0,1
34,Female,63650.85,Bachelor,4,72.09,13,0.835,3300.0,0
21,Female,35431.84,High School,0,21.7,45,0.122,1398.0,2
18,Male,22639.27,Some College,0,7.97,73,0.287,195.0,1
20,Male,32333.24,High School,3,18.63,80,0.076,659.0,0
20,Male,39652.46,High School,1,11.14,91,0.216,790.0,1
52,Male,29587.36,High School,1,41.02,82,0.286,274.0,0
47,Male,71890.4,Doctorate,3,151.21,108,0.116,3764.0,6
35,Female,25788.97,High School,3,38.3,93,0.094,1030.0,1
24,Male,21468.85,High School,1,36.55,52,0.102,327.0,1
38,Male,58782.51,Some College,2,267.94,62,0.226,3665.0,3
52,Female,100783.61,Doctorate,4,290.13,5,0.577,12175.0,0
18,Male,55695.32,Bachelor,3,293.89,115,0.316,4918.0,1
51,Non-binary,78352.97,Master,3,197.63,13,0.833,9176.0,0
22,Female,63649.49,Some College,5,59.2,95,0.087,2139.0,2
32,Female,83169.46,Some College,7,358.07,2,0.931,13734.0,0
46,Female,52719.51,Bachelor,6,173.25,11,0.876,8812.0,0
41,Male,77933.22,Master,13,294.59,7,0.946,15117.0,0
30,Female,75585.44,Master,7,59.14,30,0.438,2210.0,0
53,Male,80722.87,Some College,7,150.22,10,0.573,2238.0,1
47,Female,52870.09,Doctorate,6,44.16,25,0.73,5056.0,2
18,Male,23588.78,Some College,1,113.51,118,0.092,668.0,2
46,Female,93807.7,Bachelor,3,260.04,133,0.591,673.0,1
18,Male,51326.86,Master,4,68.02,25,0.352,4039.0,3
34,Female,47283.84,Some College,1,70.44,55,0.38,1754.0,1
37,Male,57888.4,Bachelor,6,130.32,9,0.56,2603.0,0
39,Female,38729.38,Bachelor,4,75.87,83,0.585,9952.0,3
35,Female,62307.19,High School,3,72.16,14,0.357,3570.0,0
34,Male,78726.91,High School,4,159.82,8,0.442,6032.0,0
40,Male,51634.49,Doctorate,4,133.56,103,0.259,1290.0,3
50,Female,22474.52,Bachelor,0,28.54,104,0.556,447.0,0
42,Non-binary,47374.45,Doctorate,2,427.34,133,0.321,1345.0,0
42,Female,46107.37,Bachelor,2,179.78,27,0.747,2941.0,0
34,Male,54849.47,Some College,2,49.75,60,0.36,203.0,0
32,,80901.56,Bachelor,10,363.43,4,0.68,14433.0,0
36,Male,46377.05,Bachelor,1,207.77,115,0.282,6714.0,1
52,Male,41566.73,Bachelor,3,106.9,11,0.587,2525.0,0
34,Female,63162.03,Bachelor,13,149.23,2,0.924,7107.0,0
56,Female,49131.04,Bachelor,5,59.87,26,0.754,2509.0,1
49,Male,87862.16,Some College,9,234.9,2,0.861,7359.0,1
43,Female,68053.37,Bachelor,8,216.39,12,0.862,5451.0,0
44,Male,78464.52,Master,4,469.12,1,0.714,6619.0,1
49,Male,108475.34,Master,9,440.78,13,0.856,8980.0,0
25,Non-binary,43358.36,Some College,0,15.54,114,0.512,701.0,1
39,Female,79221.18,Bachelor,10,362.81,9,0.793,8194.0,1
46,Male,83301.09,Master,8,193.59,10,0.707,4638.0,0
33,Female,70457.25,Some College,9,256.11,3,0.942,6148.0,0
26,Male,37493.59,High School,2,20.44,114,0.154,392.0,1
45,Male,48835.7,Bachelor,4,173.13,12,0.747,2021.0,1
18,Female,58768.46,High School,6,99.03,14,0.405,310.0,2
31,Female,94345.49,Some College,2,64.62,93,0.331,308.0,1
18,Male,58561.86,Some College,9,111.03,22,0.392,1360.0,1
31,Male,38468.11,Doctorate,5,106.64,9,0.378,3388.0,0
33,Female,71279.94,Master,6,395.38,4,0.779,10022.0,2
52,Male,83647.78,Bachelor,5,120.05,13,0.502,2419.0,2
34,Male,80807.7,Bachelor,4,222.18,142,0.202,4134.0,4
57,Female,57327.28,Bachelor,5,261.38,9,0.872,7763.0,0
70,Female,37623.12,Some College,2,132.75,130,0.499,2572.0,5
41,Male,41640.11,Some College,2,102.36,22,0.78,6856.0,2
21,Male,46484.81,Bachelor,4,170.5,12,0.972,599.0,1
52,Female,78862.2,Some College,12,127.16,11,0.734,7270.0,0
27,Male,72334.06,Master,1,144.6,67,0.094,2963.0,4
45,Male,38532.55,Some College,8,91.35,10,0.311,2261.0,0
57,Female,77096.19,Bachelor,7,279.5,9,0.724,5679.0,1
39,Female,57066.88,Bachelor,13,265.8,11,0.587,8033.0,0
59,Female,63021.19,Bachelor,11,332.29,9,0.873,7869.0,0
32,Male,47168.43,High School,1,46.36,77,0.214,17.0,0
36,Male,50396.29,Doctorate,10,228.74,1,0.463,6994.0,0
71,Male,48243.07,Some College,7,60.48,30,0.552,1568.0,1
56,Female,59251.51,Master,6,193.8,89,0.195,3887.0,2
41,Female,55995.39,Bachelor,6,19.88,25,0.365,590.0,1
32,Male,44315.1,Some College,7,179.18,32,0.649,9707.0,1
32,Female,70596.59,Some College,1,137.26,80,0.146,4634.0,4
52,Male,44142.34,Bachelor,8,132.75,7,0.449,8345.0,0
55,Female,35661.89,Bachelor,1,7.86,49,0.164,554.0,2
27,Female,44626.83,Bachelor,1,14.51,99,0.28,3587.0,1
35,Male,34639.49,High School,0,27.89,81,0.448,1658.0,1
49,Male,42587.92,High School,1,28.1,79,0.313,844.0,0
46,Male,64900.51,Bachelor,3,158.63,12,,2997.0,0
37,Male,36879.06,Bachelor,4,184.68,115,0.206,4587.0,4
48,Female,80778.05,Bachelor,10,125.11,4,0.391,4967.0,0
21,Male,53308.54,Some College,2,56.87,111,0.223,238.0,1
37,Female,63422.22,Doctorate,11,213.56,12,0.914,7014.0,0
35,Female,39772.27,Bachelor,1,42.0,71,0.272,107.0,0
53,Male,70983.36,Bachelor,4,323.44,126,0.054,6462.0,2
40,Male,55576.7,Master,2,11.8,77,0.224,1568.0,0
50,Male,73014.22,Bachelor,11,148.92,8,0.81,9477.0,3
41,Female,54473.03,High School,5,109.37,9,0.865,6690.0,4
35,Female,90062.03,Bachelor,7,279.18,7,0.85,4673.0,1
31,Male,30586.41,Bachelor,4,150.16,18,0.654,2373.0,3
40,Male,36340.49,Master,2,113.27,118,0.238,7852.0,5
59,Female,47303.91,Master,4,248.16,19,0.737,2100.0,1
55,Male,46513.72,Bachelor,0,136.12,105,0.062,2362.0,7
57,Male,57228.9,Bachelor,12,183.74,2,0.949,8763.0,0
48,Male,36877.5,Some College,1,184.18,72,0.191,3255.0,3
53,Male,72625.03,Bachelor,5,325.0,90,0.197,6478.0,3
32,Female,56956.94,Bachelor,1,178.29,83,0.373,3899.0,4
31,Female,62565.05,Bachelor,6,75.17,7,0.887,1987.0,0
37,Male,57592.16,Some College,3,1206.2089332453522,8,0.761,1951.0,0
37,Male,59683.21,Some College,6,138.33,20,0.716,3495.0,1
50,Female,62731.39,High School,5,73.23,20,0.802,3517.0,2
31,Male,58616.39,Bachelor,7,296.71,9,0.846,6956.0,0
55,Non-binary,58419.79,Some College,3,213.96,97,0.444,4867.0,2
41,Female,72517.34,Master,3,309.03,81,0.314,9431.0,2
40,Female,120172.27,Master,9,174.34,11,0.647,10369.0,0
50,Male,99474.43,Master,8,162.76,6,0.623,3632.0,0
47,Female,40445.3,High School,5,102.41,122,0.155,2810.0,4
37,Male,59653.66,Bachelor,4,159.27,144,0.061,1774.0,3
37,Female,17059.65,High School,2,26.18,78,0.08,1658.0,2
44,Female,,High School,12,216.42,6,0.896,6677.0,0
45,Female,71964.5,Bachelor,0,154.88,145,0.053,5426.0,3
43,Male,47434.24,Some College,4,92.77,30,0.138,2222.0,1
47,Female,34553.47,Master,2,68.51,13,0.419,1964.0,1
34,Female,66530.49,Doctorate,1,218.8,99,0.174,883.0,2
26,Male,80307.11,Doctorate,3,111.82,114,0.186,4869.0,7
49,Female,50210.73,High School,2,85.9,98,0.245,8256.0,2
33,Male,47373.19,Bachelor,4,247.73,133,0.267,4208.0,2
33,Female,57334.09,High School,5,86.47,16,0.661,2607.0,0
47,Male,46479.49,Bachelor,6,109.07,9,0.684,2111.0,0
44,Female,77184.83,Bachelor,7,321.01,8,0.832,17153.0,0
46,Male,68961.93,Bachelor,11,303.14,1,0.789,6897.0,0
36,Female,77652.91,Some College,12,489.93,7,0.912,5995.0,1
59,Female,68789.79,Some College,6,266.72,7,0.768,6994.0,0
18,Male,50086.42,Some College,6,206.44,19,0.646,5741.0,1
47,Female,50045.97,Bachelor,5,223.74,8,0.774,6043.0,0
51,Female,36850.09,Some College,3,213.4,23,0.505,3288.0,1
42,Male,56772.17,Master,6,92.89,32,0.632,873.0,2
18,Male,45554.61,High School,1,28.34,60,0.174,1310.0,0
34,Female,21430.66,High School,0,53.68,78,0.152,234.0,0
30,Female,62943.77,Master,7,203.29,141,0.385,3875.0,3
47,Male,46586.42,Master,6,207.24,24,0.54,3229.0,1
34,Female,46342.55,Some College,6,62.03,24,0.462,621.0,1
46,Male,43685.8,Master,4,236.36,146,0.345,7983.0,0
54,Male,87924.6,Some College,3,285.51,3,0.37,5841.0,1
34,Female,52502.85,Some College,2,30.57,80,0.171,790.0,0
26,Male,41744.59,Master,5,119.39,18,0.351,1275.0,0
20,Female,43346.91,Some College,1,68.47,57,0.173,243.0,0
42,Male,91590.51,Some College,10,444.67,1,0.635,8473.0,0
38,Male,47742.86,Bachelor,7,268.39,25,0.607,1653.0,0
25,Female,43682.69,Bachelor,0,70.06,55,0.305,758.0,1
30,Male,23092.81,Bachelor,1,28.65,46,0.368,2938.0,1
38,Female,79513.85,Bachelor,7,261.0,13,0.688,11313.0,2
45,Female,37751.45,High School,3,28.3,80,0.172,353.0,2
47,Female,71053.9,Bachelor,3,185.32,121,0.074,1230.0,1
46,Female,17878.9,High School,0,19.11,82,0.185,722.0,1
53,Female,118747.0,Bachelor,14,500.0,8,0.99,6004.0,1
43,Male,34729.09,Some College,6,53.91,23,0.547,3902.0,2
39,Female,48758.06,Some College,5,79.54,29,0.392,4132.0,0
36,Male,27732.72,Some College,2,26.3,52,0.079,550.0,1
34,Female,42739.44,Master,1,72.6,72,0.12,3892.0,2
40,Female,78850.95,High School,2,199.68,131,0.396,4577.0,6
27,Male,48053.9,Some College,1,21.48,80,0.164,675.0,0
33,Female,18242.81,Some College,0,10.99,58,0.252,1033.0,0
34,Male,48377.02,Bachelor,5,128.47,72,0.338,4575.0,4
37,Female,52781.92,Master,10,320.76,12,0.843,6308.0,0
29,Male,27234.18,Bachelor,0,35.95,67,0.278,1252.0,1
36,Male,20755.3,High School,3,55.56,99,0.053,216.0,1
30,Female,121496.66,Doctorate,11,254.65,9,0.813,4450.0,1
38,Female,66068.64,Doctorate,8,170.75,13,0.735,11976.0,0
49,Female,67143.92,Bachelor,5,132.12,7,0.882,7691.0,1
40,Female,46542.48,Master,4,321.9,102,0.094,1981.0,5
59,Female,79549.32,Bachelor,8,46.91,34,0.637,4446.0,0
41,Female,42202.21,Bachelor,3,246.45,9,0.524,1310.0,0
48,Female,66744.98,Bachelor,4,271.06,16,0.464,3777.0,2
40,Male,55023.1,Doctorate,4,119.96,32,0.56,1751.0,0
59,Female,49189.06,Some College,5,63.24,24,0.268,2496.0,1
32,Male,28365.92,Bachelor,5,16.45,104,0.072,253.0,2
55,Female,42123.24,High School,4,45.79,25,0.543,5983.0,2
62,Female,68317.68,Doctorate,9,243.79,2,0.692,6009.0,0
39,Female,50458.7,High School,2,49.28,64,0.149,971.0,0
45,Female,55010.33,Some College,6,118.45,33,0.638,767.0,2
37,Female,42766.54,Master,6,289.73,7,0.714,7532.0,0
54,Male,91160.37,Bachelor,12,365.31,10,0.814,13005.0,0
44,Female,45521.16,Bachelor,2,289.87,94,0.17,3076.0,1
26,Male,44507.31,Some College,1,256.31,81,0.328,1059.0,2
41,Male,55704.17,Master,7,263.18,6,0.714,6590.0,1
36,Male,45380.79,Bachelor,1,17.64,104,0.523,394.0,1
48,Female,76996.24,Master,2,154.55,34,0.36,3883.0,2
48,Male,47238.72,Bachelor,6,244.02,4,0.655,5475.0,0
57,Female,40045.83,Bachelor,3,146.06,14,0.769,1637.0,1
36,Male,42426.36,Some College,2,47.69,59,0.387,82.0,1
28,Male,40307.85,Master,7,57.23,21,0.417,518.0,5
41,Male,63694.07,Bachelor,7,158.46,25,0.608,907.0,3
57,Male,,Some College,6,44.41,17,0.557,1924.0,1
26,Female,40559.51,Some College,3,7.6,95,0.286,1054.0,0
49,Male,52904.56,Some College,2,141.11,69,0.16,6141.0,2
42,Male,39861.37,Doctorate,2,144.32,71,0.208,3904.0,3
51,Male,25694.49,High School,1,19.37,84,0.325,125.0,0
40,Female,45288.43,Some College,3,297.38,72,0.298,3718.0,4
35,Female,64894.42,Some College,2,10.49,104,0.179,200.0,1
47,Male,52800.87,Master,3,159.73,110,0.312,1924.0,0
18,Female,65798.11,Bachelor,0,111.44,115,0.047,2856.0,1
24,Male,65702.2,High School,0,43.68,84,0.107,137.0,0
37,Female,81282.61,Some College,2,89.93,118,0.375,11788.0,1
36,Female,62795.93,Some College,4,199.28,105,0.499,5531.0,2
44,Male,77335.68,Bachelor,2,206.96,100,0.371,4291.0,2
45,Male,61951.24,Doctorate,4,189.33,68,0.455,3971.0,0
41,Male,58054.23,Doctorate,10,207.69,7,0.763,3478.0,1
26,Male,16346.87,Some College,0,9.26,108,0.18,652.0,0
41,Male,41514.93,Some College,2,141.07,80,0.083,3754.0,7
51,Male,,Bachelor,9,500.0,4,0.662,4794.0,0
34,Male,71720.78,Master,6,500.0,3,0.48,,0
44,Male,68033.71,Bachelor,3,49.08,24,0.601,1046.0,0
40,Male,73203.93,High School,10,323.58,6,0.56,6237.0,0
24,Male,48062.18,High School,1,15.9,96,0.094,191.0,0
53,Male,52729.74,Bachelor,7,208.34,6,0.691,6013.0,0
44,Female,33288.07,Some College,1,118.18,52,0.284,492.0,1
20,Male,109793.6,Doctorate,10,286.23,5,0.361,10404.0,0
30,Male,44295.98,Some College,1,149.5,69,0.588,2493.0,4
25,Female,51239.62,Bachelor,4,134.59,17,0.6,1803.0,0
34,Male,44494.97,Doctorate,4,274.81,10,0.914,8117.0,1
41,Male,59997.73,Some College,6,75.83,25,0.884,2068.0,0
43,Female,60447.45,Some College,2,185.12,85,0.123,4786.0,0
59,Male,67393.74,Bachelor,7,390.43,3,0.64,6201.0,0
52,Female,74772.47,Bachelor,3,138.19,29,0.78,1233.0,2
25,Female,41146.11,High School,1,31.76,57,0.112,524.0,1
27,Female,37021.06,Bachelor,0,122.98,81,0.43,157.0,0
35,Female,44664.76,Bachelor,1,51.75,7,0.65,1930.0,0
26,Male,73128.73,Master,3,192.69,81,0.093,3116.0,5
36,Male,76054.62,Master,8,180.07,10,0.672,10612.0,0
40,Male,32231.1,High School,1,13.25,69,0.253,64.0,4
40,Male,33840.71,Master,3,141.23,76,0.282,6018.0,1
51,Female,42532.79,Bachelor,5,135.46,22,0.884,888.0,1
32,Female,63054.22,High School,2,182.3,75,0.059,6902.0,4
43,Male,33133.16,Some College,10,52.08,24,0.836,1770.0,1
48,Female,70885.78,Bachelor,7,131.01,9,0.937,4982.0,0
49,Male,24508.18,Bachelor,2,135.67,136,0.284,2773.0,5
52,Non-binary,83757.68,Some College,5,57.5,16,0.566,3168.0,0
43,Male,60368.84,Bachelor,9,354.76,13,0.568,8650.0,0
36,Female,65156.46,Doctorate,0,429.96,96,0.148,3897.0,2
29,Female,39000.61,Some College,2,50.48,53,0.172,936.0,0
43,Female,24163.9,High School,1,26.18,119,0.311,1166.0,1
65,Female,62456.99,Bachelor,9,431.3,11,0.852,5825.0,0
32,Female,54983.87,Bachelor,3,75.31,9,0.509,2359.0,2
25,Female,26482.41,Bachelor,1,29.2,86,0.12,545.0,1
29,Female,41296.96,Bachelor,4,115.82,18,0.53,1135.0,1
30,Male,101142.22,Some College,5,86.34,149,0.182,3260.0,4
44,Female,59556.34,Some College,2,157.47,24,0.351,280.0,0
35,Female,64181.88,High School,2,167.67,31,0.941,604.0,0
38,Male,63784.3,Master,5,356.92,101,0.454,4570.0,0
48,Male,62836.35,Bachelor,7,211.07,6,0.907,4154.0,1
34,Male,89652.08,Master,1,191.72,82,0.279,5099.0,3
50,Male,32266.83,Bachelor,7,127.99,30,0.326,306.0,1
38,Female,78358.94,Bachelor,1,85.81,114,0.079,7879.0,1
52,Female,73794.18,Bachelor,12,46.43,4,0.676,6013.0,0
43,Male,64318.58,High School,3,76.55,66,0.123,262.0,1
35,Female,36814.79,Bachelor,3,133.38,106,0.115,6974.0,4
39,Male,37353.83,Some College,5,28.13,27,0.871,2122.0,3
18,Female,52900.79,Some College,1,73.89,72,0.156,664.0,0
26,Female,42886.77,Bachelor,2,42.92,73,0.187,703.0,1
46,Male,58403.84,Doctorate,13,437.24,1,0.97,11217.0,0
27,Male,60708.95,Some College,0,20.38,67,0.191,407.0,1
43,Female,31475.67,Some College,6,176.01,21,0.864,977.0,0
23,Female,43310.49,High School,0,90.48,77,0.049,471.0,0
56,Male,73343.13,Master,4,126.91,24,0.494,3287.0,1
40,Female,72262.45,Some College,6,109.34,31,0.735,2093.0,3
58,Male,86949.6,Some College,9,210.72,9,0.735,5776.0,1
38,Female,58125.81,Master,5,47.5,30,0.921,2154.0,3
35,Female,26296.92,High School,1,5.0,78,0.128,482.0,0
37,Male,68335.75,Master,11,500.0,11,0.829,2963.0,0
40,Female,53898.81,High School,0,87.18,9,0.48,1063.0,3
39,Female,82720.08,Master,6,387.67,12,0.893,7366.0,0
40,Male,54737.68,High School,1,29.6,118,0.128,89.0,1
39,Female,40799.28,Bachelor,2,27.23,70,0.123,359.0,1
40,Male,40461.12,High School,4,45.24,12,0.781,437.0,0
35,Male,41607.02,Some College,9,65.55,15,0.803,2472.0,0
37,Non-binary,61958.1,Bachelor,0,259.7,22,0.48,5391.0,3
47,Female,59230.23,Bachelor,1,70.86,98,0.079,7544.0,4
27,Male,50565.92,Some College,3,44.39,18,0.467,2447.0,2
25,Female,71799.65,Bachelor,12,305.35,2,0.922,10288.0,1
43,Female,50700.94,Bachelor,12,189.31,13,0.893,4816.0,0
35,Female,47734.95,Doctorate,1,30.48,99,0.483,126.0,0
52,Male,72155.06,Master,9,163.28,10,0.963,6416.0,0
60,Female,71275.82,Bachelor,8,186.01,11,0.44,2053.0,0
37,Female,82813.85,Some College,4,98.64,9,0.404,6080.0,1
39,Female,42899.5,Some College,0,64.8,93,0.365,862.0,2
32,Male,42871.84,Doctorate,2,190.41,77,0.345,1510.0,5
46,Non-binary,47190.97,Some College,1,195.98,103,0.44,2071.0,4
26,Male,74216.34,High School,0,100.45,57,0.299,741.0,1
53,Female,76030.74,Some College,11,300.45,12,0.837,4616.0,3
30,Male,107738.06,Bachelor,2,155.45,99,0.191,1770.0,4
39,Female,57224.05,Bachelor,6,119.91,21,0.293,4459.0,0
43,Female,57689.3,Bachelor,1,97.23,108,0.42,4544.0,2
50,Female,69342.01,Master,7,333.6,11,0.975,9719.0,0
40,Male,50706.76,Master,2,37.49,89,0.259,2134.0,2
39,Female,49900.94,Doctorate,2,419.25,85,0.062,3175.0,8
26,Male,42033.97,Some College,2,33.05,84,0.538,,0
38,Male,45715.66,High School,4,149.32,19,0.906,2718.0,0
37,Female,54780.6,Bachelor,6,121.05,13,0.879,6699.0,0
37,Female,36825.89,Bachelor,2,64.68,117,0.115,687.0,0
43,Female,35900.47,Some College,6,11.95,24,0.667,1012.0,0
33,Male,50643.06,Bachelor,3,350.65,121,0.085,2636.0,2
33,Female,54650.82,Bachelor,0,49.61,86,0.164,44.0,1
46,Male,82902.23,High School,2,206.61,15,0.609,1575.0,1
34,Male,67078.95,Bachelor,0,145.51,107,0.157,2908.0,1
31,Female,67509.99,Bachelor,4,107.45,26,0.484,1949.0,2
36,Female,61372.98,Doctorate,6,123.34,11,0.599,1474.0,2
61,Male,28798.64,Master,3,193.65,75,0.274,4055.0,4
34,Male,46309.41,High School,7,107.49,24,0.829,3461.0,1
46,Male,22762.66,Some College,1,21.04,108,0.411,292.0,1
26,Male,29337.2,Some College,0,39.72,101,0.298,1545.0,1
47,Female,56238.51,Bachelor,4,275.18,121,0.25,3713.0,1
40,Male,25160.75,Bachelor,3,143.51,31,0.448,1482.0,0
40,Male,112697.75,Master,9,185.66,10,0.51,6462.0,2
27,Male,20995.02,Bachelor,3,69.68,88,0.165,816.0,0
34,Female,56200.27,Bachelor,10,91.54,7,0.726,1241.0,2
26,Male,62839.83,Bachelor,4,172.73,136,0.323,1729.0,3
42,Male,69058.04,Master,8,72.1,9,0.653,13477.0,0
37,Female,64737.75,Some College,0,200.8,130,0.358,9160.0,2
30,Female,71551.3,High School,9,51.18,23,0.34,2614.0,1
56,Male,79783.3,Some College,10,260.67,1,0.895,12754.0,1
42,Female,90958.65,Master,2,94.77,103,0.29,2829.0,2
51,Female,65868.06,Doctorate,5,113.82,11,0.799,1468.0,1
24,Female,34960.42,Master,7,169.84,32,0.554,2822.0,2
30,Male,66483.0,High School,4,233.4,87,0.042,4065.0,1
48,Male,53119.12,Doctorate,4,80.42,7,0.768,4079.0,1
36,Male,68352.38,Doctorate,6,216.42,11,0.953,11750.0,0
32,Female,49925.51,Some College,2,276.75,110,0.204,2918.0,3
24,Male,56665.94,Some College,0,13.44,99,0.155,304.0,2
46,Male,35743.84,Doctorate,8,39.26,27,0.675,2827.0,2
40,Male,44539.41,Some College,2,22.93,111,0.337,632.0,0
47,Male,54919.37,Doctorate,4,80.2,10,0.772,2761.0,4
45,Male,50868.12,Some College,2,15.96,55,0.303,170.0,2
33,Male,59483.34,Bachelor,6,452.08,5,0.841,4455.0,0
32,Female,20797.02,High School,2,14.22,78,0.29,468.0,1
40,Female,50700.41,Some College,16,500.0,8,0.817,7605.0,0
